Shoreline Segment ID,Observation Date,Significant Wave Height (m),Peak Wave Period (s),Mean Spring Tidal Range (m),Monthly Peak Storm Surge (m),Beach Width (m),Beach Face Slope (-),Median Grain Size D50 (mm),Dune Crest Elevation (m),Nearshore Bathymetric Slope (-),Monthly Sediment Budget Balance (m3/m/month),Vegetation Cover (%),Previous Month Shoreline Position Change (m),Relative Sea-Level Rise (mm/yr),Monthly Coastal Erosion Condition Class
EBC-07,2023-12-01,NaN,12.005,1.751,0.986,16.233,0.0374,0.26,4.785,0.0072,-0.235,22.4,-0.995,2.17,Active Erosion
EBC-07,2024-01-01,2.651,11.677,1.751,0.805,13.476,0.0384,NaN,4.76,0.0072,-0.438,21.1,-1.192,2.17,Active Erosion
EBC-07,2024-02-01,2.639,11.737,1.751,0.757,11.951,0.0372,0.26,4.697,0.0072,-0.36,19.9,-1.291,2.17,Active Erosion
EBC-07,2024-03-01,2.264,11.0,1.751,0.666,9.801,0.0363,0.26,4.681,0.0072,-0.776,16.8,-1.313,2.17,Active Erosion
EBC-07,2024-04-01,1.943,10.843,1.751,0.621,8.092,0.0374,0.26,4.715,0.0072,-0.382,16.9,-1.363,2.17,Active Erosion
EBC-07,2024-05-01,1.659,10.291,NaN,0.57,8.0,0.0335,0.26,4.689,0.0072,0.379,16.4,-0.859,2.17,Active Erosion
EBC-07,2024-06-01,1.609,10.443,NaN,0.54,8.0,0.0361,0.26,4.711,0.0072,-0.092,15.1,-0.937,2.17,Active Erosion
EBC-07,2024-07-01,NaN,10.28,1.751,0.567,8.0,0.0359,0.26,NaN,0.0072,1.411,16.5,-0.804,2.17,Mild Erosion Pressure
EBC-07,2024-08-01,1.773,10.21,1.751,0.524,8.101,0.0309,0.26,4.734,NaN,-0.157,16.7,-0.458,2.17,Mild Erosion Pressure
EBC-07,2024-09-01,2.183,11.197,1.751,0.676,8.0,0.033,0.26,4.726,0.0072,-0.764,14.9,-0.474,2.17,Active Erosion
EBC-07,2024-10-01,2.061,11.306,1.751,0.57,8.0,0.0357,NaN,4.731,0.0072,-0.16,14.4,-1.128,2.17,Active Erosion
EBC-07,2024-11-01,2.81,11.207,1.751,0.776,8.0,0.0415,0.26,4.764,0.0072,-0.169,13.9,-0.94,2.17,Active Erosion
EBC-07,2024-12-01,2.776,11.253,NaN,NaN,8.0,0.0374,0.26,4.706,0.0072,-0.249,14.9,-1.098,2.17,Active Erosion
EBC-11,2022-01-01,1.562,10.478,2.188,1.186,47.944,0.0358,0.302,5.785,0.0133,0.836,19.7,NaN,5.24,Stable Seasonal State
EBC-11,2022-02-01,1.531,10.056,2.188,1.131,48.647,0.0359,0.302,5.866,0.0133,0.126,18.7,-0.141,5.24,Stable Seasonal State
EBC-11,2022-03-01,1.373,9.658,2.188,1.001,49.152,0.0334,0.302,5.841,NaN,-0.208,17.4,NaN,5.24,Mild Erosion Pressure
EBC-11,2022-04-01,1.221,9.295,2.188,NaN,48.104,0.0357,0.302,NaN,0.0133,0.803,18.6,NaN,NaN,Mild Erosion Pressure
EBC-11,2022-05-01,1.082,9.554,2.188,1.016,48.149,0.0359,0.302,5.871,0.0133,0.67,18.4,-0.151,5.24,Stable Seasonal State
EBC-11,2022-06-01,0.887,9.743,2.188,0.95,48.529,0.0364,0.302,5.875,0.0133,NaN,20.5,-0.123,5.24,Stable Seasonal State
EBC-11,2022-07-01,1.126,9.083,2.188,1.015,48.501,0.0322,0.302,NaN,0.0133,NaN,21.0,0.194,5.24,Stable Seasonal State
EBC-11,2022-08-01,1.323,9.586,NaN,1.091,50.666,0.0336,0.302,5.861,0.0133,0.158,21.5,0.071,5.24,Stable Seasonal State
EBC-11,2022-09-01,NaN,9.996,2.188,1.031,50.743,0.035,0.302,5.888,0.0133,-0.621,NaN,-0.112,5.24,Mild Erosion Pressure
EBC-11,2022-10-01,1.354,10.94,2.188,1.157,50.985,0.0347,NaN,5.914,0.0133,0.445,19.6,0.137,5.24,Mild Erosion Pressure
EBC-11,2022-11-01,1.072,10.045,2.188,1.056,51.67,0.036,0.302,5.883,0.0133,0.252,21.5,-0.199,5.24,Mild Erosion Pressure
EBC-11,2022-12-01,1.374,10.385,2.188,1.026,51.164,0.0353,0.302,5.891,0.0133,-0.708,21.1,-0.336,5.24,Mild Erosion Pressure
EBC-11,2023-01-01,1.457,10.637,2.188,1.142,50.889,NaN,0.302,5.839,NaN,NaN,17.3,-0.382,5.24,Mild Erosion Pressure
EBC-11,2023-02-01,1.317,9.593,2.188,1.04,50.27,0.0395,0.302,5.863,0.0133,-0.345,17.1,-0.451,NaN,Mild Erosion Pressure
EBC-11,2023-03-01,0.92,10.443,2.188,1.023,49.34,0.035,0.302,5.862,0.0133,-0.673,17.0,-0.349,5.24,Mild Erosion Pressure
EBC-11,2023-04-01,1.038,9.406,2.188,0.873,49.825,0.0379,0.302,5.845,0.0133,-0.284,17.9,-0.357,5.24,Mild Erosion Pressure
EBC-11,2023-05-01,NaN,9.681,2.188,0.979,48.317,NaN,0.302,5.796,0.0133,NaN,17.2,-0.505,5.24,Mild Erosion Pressure
EBC-11,2023-06-01,1.071,9.331,NaN,0.971,47.898,0.0393,0.302,5.83,0.0133,0.465,19.1,-0.297,5.24,Stable Seasonal State
EBC-11,2023-07-01,1.104,9.497,2.188,0.962,47.945,0.0354,0.302,5.828,0.0133,0.855,19.8,0.25,5.24,Stable Seasonal State
EBC-11,2023-08-01,0.914,NaN,2.188,0.953,49.852,0.0324,0.302,NaN,0.0133,1.06,19.3,-0.072,5.24,Stable Seasonal State
EBC-11,2023-09-01,1.212,9.843,NaN,1.019,49.711,0.0335,0.302,NaN,0.0133,NaN,20.3,0.23,5.24,Stable Seasonal State
EBC-11,2023-10-01,1.297,9.963,NaN,1.125,50.303,0.0358,0.302,5.857,0.0133,0.288,19.1,-0.123,5.24,Mild Erosion Pressure
EBC-11,2023-11-01,1.718,10.517,2.188,1.102,NaN,0.0333,0.302,5.867,0.0133,-0.007,19.3,-0.323,5.24,Mild Erosion Pressure
EBC-11,2023-12-01,1.375,10.345,2.188,1.177,49.26,0.0366,0.302,5.834,NaN,0.005,20.5,-0.604,5.24,Mild Erosion Pressure
EBC-11,2024-01-01,1.639,NaN,2.188,1.18,NaN,0.0372,0.302,5.792,0.0133,-0.336,21.8,-0.243,5.24,Mild Erosion Pressure
EBC-11,2024-02-01,1.594,9.809,2.188,1.072,47.196,0.0356,0.302,5.772,0.0133,-0.038,22.1,-0.16,5.24,Mild Erosion Pressure
EBC-11,2024-03-01,1.463,10.254,2.188,1.038,47.876,0.0343,0.302,5.813,0.0133,-0.713,22.4,-0.516,5.24,Mild Erosion Pressure
EBC-11,2024-04-01,NaN,9.77,2.188,0.962,47.415,0.0356,0.302,5.75,0.0133,NaN,23.1,-0.247,5.24,Stable Seasonal State
EBC-11,2024-05-01,0.849,9.645,2.188,0.941,46.413,0.0293,0.302,5.745,NaN,0.549,23.9,NaN,5.24,Stable Seasonal State
EBC-11,2024-06-01,0.825,9.398,2.188,1.01,47.668,0.0352,NaN,5.741,0.0133,0.637,25.4,0.101,5.24,Recovery / Accreting
EBC-11,2024-07-01,1.132,9.095,2.188,NaN,48.346,0.0359,0.302,5.743,0.0133,0.453,25.6,0.318,5.24,Stable Seasonal State
EBC-11,2024-08-01,0.824,9.519,NaN,0.985,47.982,0.0327,0.302,5.769,0.0133,NaN,26.8,0.022,5.24,Stable Seasonal State
EBC-11,2024-09-01,1.107,9.218,2.188,0.947,49.472,0.0363,0.302,5.807,0.0133,0.598,26.9,-0.106,5.24,Stable Seasonal State
EBC-11,2024-10-01,1.433,9.265,2.188,1.113,49.1,0.0371,0.302,5.746,0.0133,0.461,26.9,-0.15,5.24,Mild Erosion Pressure
EBC-11,2024-11-01,1.28,10.162,2.188,1.112,47.699,0.0335,0.302,5.782,0.0133,-0.886,26.0,-0.241,5.24,Active Erosion
EBC-11,2024-12-01,1.548,10.327,2.188,1.093,47.086,0.0388,NaN,5.75,0.0133,-0.155,25.6,-0.735,5.24,Mild Erosion Pressure
EBC-12,2022-01-01,3.193,9.826,0.796,1.265,24.131,0.027,0.252,3.081,0.0182,-0.641,15.3,-0.094,3.3,Active Erosion
EBC-12,2022-02-01,3.076,9.65,NaN,1.188,22.443,0.0341,0.252,3.134,0.0182,-0.362,14.4,-0.959,3.3,Active Erosion
EBC-12,2022-03-01,2.676,10.196,NaN,1.147,20.177,0.0361,0.252,3.108,0.0182,-0.725,14.4,-1.425,3.3,Active Erosion
EBC-12,2022-04-01,2.266,8.765,0.796,1.035,17.874,0.0383,0.252,3.128,0.0182,0.18,16.4,-1.231,NaN,Active Erosion
EBC-12,2022-05-01,1.996,8.686,0.796,0.976,17.172,0.0342,0.252,3.118,0.0182,1.475,15.6,-0.924,3.3,Mild Erosion Pressure
EBC-12,2022-06-01,1.488,8.442,NaN,0.843,16.798,0.0326,0.252,3.141,NaN,1.769,16.7,-0.456,3.3,Stable Seasonal State
EBC-12,2022-07-01,1.61,7.994,0.796,0.866,NaN,0.0307,0.252,3.197,0.0182,1.432,16.4,-0.119,3.3,Stable Seasonal State
EBC-12,2022-08-01,2.382,10.06,0.796,1.304,18.173,0.0301,0.252,3.234,0.0182,-0.871,14.0,-0.088,3.3,Mild Erosion Pressure
EBC-12,2022-09-01,2.205,8.486,0.796,1.035,17.314,0.0327,0.252,3.275,0.0182,0.794,15.5,NaN,3.3,Mild Erosion Pressure
EBC-12,2022-10-01,NaN,9.353,NaN,1.023,16.115,0.033,0.252,3.242,0.0182,-0.431,14.5,-0.574,3.3,Active Erosion
EBC-12,2022-11-01,2.621,9.237,0.796,1.224,16.571,0.0335,NaN,3.284,0.0182,-0.357,12.1,-0.725,3.3,Active Erosion
EBC-12,2022-12-01,3.086,9.549,0.796,1.205,14.888,0.0357,0.252,3.281,0.0182,0.401,10.3,-1.011,3.3,Active Erosion
EBC-12,2023-01-01,2.94,9.083,0.796,NaN,12.601,0.0321,0.252,3.274,NaN,-0.663,9.9,-1.217,3.3,Active Erosion
EBC-12,2023-02-01,2.92,9.613,0.796,1.058,9.077,0.0349,NaN,3.265,0.0182,0.511,9.8,-1.46,3.3,Active Erosion
EBC-12,2023-03-01,NaN,9.361,0.796,1.049,NaN,0.0354,0.252,3.212,NaN,0.12,10.8,-1.098,3.3,Active Erosion
EBC-12,2023-04-01,2.268,8.642,0.796,0.911,8.0,0.0366,0.252,3.185,0.0182,0.022,12.5,-1.277,NaN,Active Erosion
EBC-12,2023-05-01,2.456,9.043,0.796,0.917,8.0,NaN,0.252,3.209,0.0182,0.418,13.3,-0.85,3.3,Mild Erosion Pressure
EBC-12,2023-06-01,1.393,7.945,NaN,0.895,8.321,0.0344,0.252,3.245,0.0182,1.242,12.0,-0.63,3.3,Mild Erosion Pressure
EBC-12,2023-07-01,1.609,8.118,0.796,0.951,8.0,0.0344,0.252,3.279,0.0182,0.694,11.1,-0.192,3.3,Mild Erosion Pressure
EBC-12,2023-08-01,1.91,7.911,0.796,0.855,8.0,0.0335,0.252,3.304,0.0182,1.287,11.5,-0.215,3.3,Mild Erosion Pressure
EBC-12,2023-09-01,1.937,8.325,0.796,1.063,8.0,0.0337,0.252,3.32,0.0182,0.626,13.5,-0.317,3.3,Mild Erosion Pressure
EBC-12,2023-10-01,2.115,9.259,0.796,1.026,8.0,0.0353,0.252,3.357,0.0182,0.971,14.5,NaN,3.3,Mild Erosion Pressure
EBC-12,2023-11-01,2.743,9.132,0.796,1.109,8.323,0.034,0.252,3.407,0.0182,0.36,13.0,-0.686,3.3,Active Erosion
EBC-12,2023-12-01,2.829,9.418,0.796,1.213,8.0,0.0378,0.252,3.438,0.0182,-0.341,10.8,-0.82,3.3,Active Erosion
EBC-12,2024-01-01,3.924,10.807,NaN,1.631,8.0,0.036,0.252,3.442,0.0182,-1.627,10.5,NaN,3.3,Severe Erosion Episode
EBC-12,2024-02-01,3.45,9.879,0.796,1.21,8.0,0.0365,0.252,3.406,0.0182,NaN,NaN,-1.895,3.3,Active Erosion
EBC-12,2024-03-01,NaN,NaN,0.796,1.082,8.0,0.0354,0.252,3.413,0.0182,0.931,5.2,-1.435,NaN,Active Erosion
EBC-12,2024-04-01,2.717,9.298,0.796,1.001,8.007,0.0363,0.252,3.413,0.0182,-0.113,6.6,-1.197,3.3,Active Erosion
EBC-12,2024-05-01,2.229,8.525,0.796,0.971,8.0,NaN,NaN,3.392,0.0182,1.435,5.6,-1.181,3.3,Mild Erosion Pressure
EBC-12,2024-06-01,1.486,7.988,0.796,0.89,8.0,0.032,0.252,3.407,0.0182,1.384,5.6,-0.526,3.3,Mild Erosion Pressure
EBC-12,2024-07-01,NaN,8.473,0.796,0.932,8.0,0.0332,0.252,NaN,0.0182,0.533,NaN,-0.211,3.3,Mild Erosion Pressure
EBC-12,2024-08-01,1.85,9.006,0.796,0.946,8.136,0.0296,0.252,3.524,0.0182,1.568,8.6,-0.284,3.3,Mild Erosion Pressure
EBC-12,2024-09-01,2.08,8.494,0.796,0.938,8.757,0.0319,0.252,3.535,0.0182,1.258,9.2,-0.427,3.3,Stable Seasonal State
EBC-12,2024-10-01,2.218,8.765,0.796,0.965,9.223,0.0322,0.252,3.54,NaN,0.553,10.9,-0.141,3.3,Active Erosion
EBC-12,2024-11-01,2.441,9.221,0.796,1.024,8.816,0.0368,0.252,3.555,0.0182,0.142,12.0,-0.739,3.3,Active Erosion
EBC-12,2024-12-01,3.21,9.645,0.796,NaN,NaN,0.0373,0.252,3.527,0.0182,NaN,12.0,-1.136,3.3,Active Erosion
EBC-23,2022-01-01,NaN,12.211,1.387,0.959,55.249,0.0182,0.17,NaN,NaN,-1.451,32.3,0.145,3.76,Active Erosion
EBC-23,2022-02-01,2.494,11.573,1.387,0.87,53.292,0.0244,0.17,2.868,0.0072,-0.405,34.6,-1.002,3.76,Active Erosion
EBC-23,2022-03-01,2.538,12.426,1.387,0.828,50.626,0.0231,0.17,2.844,0.0072,0.196,33.6,-0.797,3.76,Active Erosion
EBC-23,2022-04-01,2.252,11.135,1.387,0.759,48.613,0.0225,0.17,2.762,0.0072,-0.821,33.2,-1.094,NaN,Active Erosion
EBC-23,2022-05-01,2.083,11.349,1.387,0.845,46.436,0.0284,NaN,2.779,0.0072,0.788,NaN,-1.145,3.76,Active Erosion
EBC-23,2022-06-01,1.791,10.647,1.387,0.785,45.941,0.0246,0.17,2.756,0.0072,0.574,31.0,-0.858,3.76,Mild Erosion Pressure
EBC-23,2022-07-01,1.455,10.384,1.387,0.698,45.194,0.0203,0.17,2.761,0.0072,1.383,NaN,-0.578,3.76,Stable Seasonal State
EBC-23,2022-08-01,1.889,10.596,1.387,0.778,46.389,0.0193,0.17,2.825,0.0072,NaN,33.9,-0.033,3.76,Stable Seasonal State
EBC-23,2022-09-01,1.93,10.729,1.387,0.745,48.431,NaN,0.17,2.884,0.0072,0.899,35.0,NaN,3.76,Mild Erosion Pressure
EBC-23,2022-10-01,2.767,12.056,1.387,1.105,NaN,0.0242,NaN,2.916,0.0072,-1.377,36.8,-0.417,3.76,Severe Erosion Episode
EBC-23,2022-11-01,2.926,12.368,1.387,0.989,44.04,0.0236,0.17,2.903,0.0072,-0.201,35.6,-1.272,3.76,Severe Erosion Episode
EBC-23,2022-12-01,3.174,11.147,1.387,1.048,42.839,0.0257,0.17,2.929,0.0072,-0.324,NaN,-1.536,3.76,Active Erosion
EBC-23,2023-01-01,2.852,11.672,1.387,0.983,41.057,0.0276,0.17,NaN,0.0072,0.559,34.2,-1.143,3.76,Severe Erosion Episode
EBC-23,2023-02-01,2.759,12.063,1.387,0.992,39.129,0.0236,0.17,2.998,0.0072,0.045,34.9,-1.326,NaN,Active Erosion
EBC-23,2023-03-01,2.108,NaN,1.387,0.839,38.15,0.0284,0.17,2.965,0.0072,0.786,32.1,-1.194,3.76,Active Erosion
EBC-23,2023-04-01,2.112,11.789,1.387,0.844,36.805,0.0237,0.17,3.001,0.0072,NaN,31.2,NaN,3.76,Active Erosion
EBC-23,2023-05-01,1.755,10.258,1.387,0.649,35.956,0.0267,0.17,3.03,0.0072,0.662,30.7,NaN,3.76,Mild Erosion Pressure
EBC-23,2023-06-01,2.034,12.029,1.387,1.045,34.139,0.0229,0.17,3.047,0.0072,-0.675,31.7,-0.393,3.76,Mild Erosion Pressure
EBC-23,2023-07-01,1.707,10.761,NaN,0.988,35.159,0.0211,0.17,3.022,0.0072,0.461,32.6,-0.455,3.76,Mild Erosion Pressure
EBC-23,2023-08-01,1.329,11.008,1.387,0.658,35.992,0.0208,0.17,3.07,0.0072,0.809,32.0,-0.488,3.76,Mild Erosion Pressure
EBC-23,2023-09-01,2.098,10.607,1.387,0.885,37.159,0.0266,0.17,3.116,0.0072,0.738,33.6,-0.207,3.76,Mild Erosion Pressure
EBC-23,2023-10-01,2.06,10.319,1.387,0.648,36.68,0.0245,0.17,3.171,0.0072,0.604,35.1,-0.363,3.76,Mild Erosion Pressure
EBC-23,2023-11-01,2.497,10.952,1.387,0.846,36.615,0.0202,0.17,3.182,NaN,-0.136,35.3,-0.433,3.76,Active Erosion
EBC-23,2023-12-01,2.763,11.955,1.387,NaN,36.718,0.026,0.17,3.185,0.0072,-0.957,35.1,-0.863,3.76,Active Erosion
EBC-23,2024-01-01,2.458,11.819,1.387,0.917,33.998,0.0246,0.17,3.182,0.0072,-0.885,34.2,-1.493,3.76,Active Erosion
EBC-23,2024-02-01,2.321,11.123,1.387,0.897,31.774,0.0264,0.17,3.2,0.0072,0.21,33.8,-1.099,3.76,Active Erosion
EBC-23,2024-03-01,2.2,11.493,1.387,0.997,30.276,0.0253,0.17,3.173,0.0072,-0.539,32.8,-0.846,3.76,Active Erosion
EBC-23,2024-04-01,2.009,10.978,1.387,0.71,28.3,NaN,0.17,3.157,0.0072,-0.002,33.3,-0.98,3.76,Active Erosion
EBC-23,2024-05-01,1.642,11.07,1.387,0.701,26.768,0.0284,0.17,3.148,0.0072,0.182,30.9,-0.84,3.76,Mild Erosion Pressure
EBC-23,2024-06-01,1.505,10.009,1.387,0.652,NaN,0.0261,0.17,3.136,0.0072,1.082,31.8,-0.613,3.76,Mild Erosion Pressure
EBC-23,2024-07-01,1.191,10.977,1.387,0.595,25.571,0.0251,0.17,3.184,0.0072,0.761,33.5,-0.294,3.76,Mild Erosion Pressure
EBC-23,2024-08-01,1.292,10.337,1.387,0.801,25.144,0.027,0.17,3.232,0.0072,NaN,32.3,-0.19,3.76,Mild Erosion Pressure
EBC-23,2024-09-01,2.006,11.202,1.387,0.817,25.386,0.0231,NaN,3.218,0.0072,0.701,32.5,-0.328,NaN,Mild Erosion Pressure
EBC-23,2024-10-01,2.272,11.692,1.387,NaN,25.164,0.0249,0.17,3.285,0.0072,-0.455,32.3,-0.272,3.76,Active Erosion
EBC-23,2024-11-01,2.556,11.773,1.387,0.804,22.602,0.0272,0.17,3.274,0.0072,-0.567,31.3,-0.933,NaN,Active Erosion
EBC-23,2024-12-01,2.817,12.149,1.387,0.899,NaN,0.0284,0.17,3.321,0.0072,0.689,33.0,-1.102,3.76,Active Erosion
EBC-26,2022-01-01,2.851,12.064,NaN,1.254,53.168,NaN,0.292,3.479,0.0075,-0.485,45.0,-0.02,4.8,Active Erosion
EBC-26,2022-02-01,2.507,12.279,NaN,1.238,51.712,0.0356,0.292,3.457,0.0075,0.604,42.0,-1.18,4.8,Active Erosion
EBC-26,2022-03-01,NaN,11.25,0.777,1.223,50.622,0.0372,0.292,3.47,0.0075,0.367,41.8,-1.09,4.8,Active Erosion
EBC-26,2022-04-01,2.447,10.899,0.777,1.142,49.917,0.0332,NaN,NaN,0.0075,0.128,41.3,-0.865,4.8,Active Erosion
EBC-26,2022-05-01,1.996,11.387,0.777,1.072,49.454,0.0358,0.292,3.472,0.0075,1.013,42.1,-1.033,4.8,Active Erosion
EBC-26,2022-06-01,1.751,10.16,0.777,1.044,48.533,0.0381,0.292,3.557,0.0075,0.67,40.8,-0.83,NaN,Mild Erosion Pressure
EBC-26,2022-07-01,1.734,NaN,NaN,1.007,47.716,0.0352,0.292,3.54,0.0075,0.88,41.3,-0.42,4.8,Stable Seasonal State
EBC-26,2022-08-01,1.867,10.671,0.777,1.053,47.41,0.0375,0.292,3.539,0.0075,1.048,41.0,0.144,4.8,Mild Erosion Pressure
EBC-26,2022-09-01,2.023,10.47,0.777,NaN,48.364,0.0321,0.292,3.545,0.0075,-0.768,43.4,-0.163,4.8,Mild Erosion Pressure
EBC-26,2022-10-01,NaN,NaN,0.777,1.172,47.902,0.033,0.292,3.557,0.0075,-0.511,42.7,-0.597,4.8,Active Erosion
EBC-26,2022-11-01,2.37,11.835,0.777,1.238,NaN,0.0362,0.292,3.628,0.0075,-0.743,42.2,-0.836,4.8,Active Erosion
EBC-26,2022-12-01,2.303,12.127,0.777,1.226,45.911,0.0324,0.292,3.606,0.0075,-0.955,43.2,-0.858,4.8,Active Erosion
EBC-26,2023-01-01,2.79,11.378,0.777,1.356,42.697,0.0358,0.292,3.59,0.0075,0.004,42.0,-0.973,4.8,Active Erosion
EBC-26,2023-02-01,3.391,12.842,0.777,1.7,40.566,0.042,0.292,3.561,0.0075,-1.646,39.3,-1.215,4.8,Severe Erosion Episode
EBC-26,2023-03-01,NaN,11.635,0.777,1.208,37.285,0.0401,0.292,3.506,0.0075,-0.068,37.2,-1.872,4.8,Active Erosion
EBC-26,2023-04-01,2.343,11.471,0.777,1.12,33.875,0.0354,0.292,3.485,0.0075,0.491,37.0,-1.12,4.8,Active Erosion
EBC-26,2023-05-01,2.308,10.933,0.777,1.08,32.944,0.0383,0.292,3.501,0.0075,0.507,36.2,-1.056,4.8,Active Erosion
EBC-26,2023-06-01,1.576,10.385,0.777,1.056,32.546,0.0357,0.292,3.492,0.0075,1.72,34.7,-0.727,4.8,Mild Erosion Pressure
EBC-26,2023-07-01,1.863,10.441,0.777,1.058,32.003,0.0325,0.292,3.554,0.0075,1.308,33.7,-0.599,4.8,Mild Erosion Pressure
EBC-26,2023-08-01,1.969,10.64,0.777,0.906,32.726,0.0359,0.292,3.574,0.0075,0.702,36.5,-0.401,NaN,Active Erosion
EBC-26,2023-09-01,2.048,11.571,0.777,0.931,33.1,0.0352,0.292,3.621,0.0075,0.913,36.7,-0.713,4.8,Mild Erosion Pressure
EBC-26,2023-10-01,2.408,11.461,0.777,1.11,33.655,0.0353,0.292,3.684,0.0075,-0.331,37.0,-0.372,4.8,Active Erosion
EBC-26,2023-11-01,2.736,12.186,0.777,1.23,33.371,0.0346,0.292,NaN,0.0075,0.264,36.8,-1.078,4.8,Active Erosion
EBC-26,2023-12-01,2.668,11.88,0.777,1.24,33.466,NaN,0.292,3.67,NaN,-0.338,37.0,-1.016,4.8,Active Erosion
EBC-26,2024-01-01,2.663,11.63,0.777,NaN,30.822,0.0413,0.292,3.668,0.0075,0.08,NaN,-1.194,4.8,Active Erosion
EBC-26,2024-02-01,3.717,NaN,0.777,1.951,29.964,0.037,0.292,3.694,0.0075,-1.859,36.1,-1.139,4.8,Severe Erosion Episode
EBC-26,2024-03-01,2.801,11.377,0.777,1.323,26.559,0.0392,0.292,3.71,0.0075,-1.031,32.8,-2.31,4.8,Active Erosion
EBC-26,2024-04-01,2.394,11.557,0.777,1.057,24.391,0.0397,0.292,3.677,0.0075,-0.156,31.8,-1.358,4.8,Active Erosion
EBC-26,2024-05-01,1.834,10.918,0.777,1.056,23.743,0.0361,0.292,3.723,0.0075,1.998,31.5,-1.036,4.8,Mild Erosion Pressure
EBC-26,2024-06-01,2.092,10.649,0.777,1.06,24.089,0.0356,0.292,3.768,0.0075,1.606,30.8,-0.425,4.8,Mild Erosion Pressure
EBC-26,2024-07-01,1.942,10.729,0.777,0.988,25.976,0.0353,0.292,3.821,0.0075,1.069,32.1,-0.382,4.8,Mild Erosion Pressure
EBC-26,2024-08-01,1.872,10.565,0.777,1.022,25.519,NaN,0.292,3.89,0.0075,0.834,32.5,-0.156,4.8,Mild Erosion Pressure
EBC-26,2024-09-01,NaN,10.857,0.777,1.116,26.688,0.0372,0.292,3.96,0.0075,0.607,34.4,-0.371,4.8,Mild Erosion Pressure
EBC-26,2024-10-01,2.175,10.945,0.777,NaN,26.923,0.0373,0.292,4.005,0.0075,-0.683,34.4,-0.616,4.8,Active Erosion
EBC-26,2024-11-01,2.532,11.632,NaN,1.167,24.534,NaN,0.292,4.013,0.0075,0.067,33.5,-0.966,NaN,Active Erosion
EBC-26,2024-12-01,2.938,11.217,0.777,NaN,NaN,0.0383,0.292,3.991,0.0075,-0.105,31.3,-1.189,NaN,Active Erosion
EBC-27,2022-01-01,1.785,11.25,0.917,1.109,44.251,0.0182,0.151,2.537,0.0067,-0.199,30.4,-0.164,5.37,Active Erosion
EBC-27,2022-02-01,2.0,11.93,0.917,1.355,41.67,0.0209,0.151,2.541,0.0067,-1.129,28.6,-0.789,5.37,Active Erosion
EBC-27,2022-03-01,1.476,11.712,NaN,1.087,39.653,0.0209,0.151,2.495,0.0067,NaN,27.8,-1.011,5.37,Active Erosion
EBC-27,2022-04-01,1.267,NaN,0.917,0.996,38.002,0.0229,0.151,2.506,0.0067,-0.401,28.9,-1.043,5.37,Mild Erosion Pressure
EBC-27,2022-05-01,1.039,10.294,0.917,0.964,36.442,0.0235,NaN,2.483,0.0067,-0.078,29.3,-0.648,5.37,Mild Erosion Pressure
EBC-27,2022-06-01,1.165,10.362,0.917,0.934,35.483,0.0184,NaN,2.486,0.0067,0.491,29.4,-0.389,5.37,Mild Erosion Pressure
EBC-27,2022-07-01,1.466,10.864,0.917,1.397,35.919,0.0168,0.151,2.524,0.0067,0.224,31.5,-0.215,5.37,Mild Erosion Pressure
EBC-27,2022-08-01,1.537,10.94,0.917,1.093,34.637,0.0223,0.151,2.567,0.0067,0.219,30.6,-0.688,5.37,Active Erosion
EBC-27,2022-09-01,1.28,10.785,0.917,NaN,33.527,0.0198,0.151,2.506,0.0067,-0.057,30.6,-0.794,5.37,Mild Erosion Pressure
EBC-27,2022-10-01,1.616,10.854,0.917,NaN,32.567,0.0215,0.151,2.497,0.0067,-0.629,30.2,-0.625,5.37,Mild Erosion Pressure
EBC-27,2022-11-01,1.663,11.503,0.917,1.089,32.473,0.0236,0.151,NaN,0.0067,-0.354,30.4,-0.553,5.37,Active Erosion
EBC-27,2022-12-01,NaN,12.034,0.917,1.131,31.037,0.0237,0.151,2.531,0.0067,-0.833,28.0,-0.791,NaN,Active Erosion
EBC-27,2023-01-01,1.794,11.653,NaN,1.109,30.552,0.0225,0.151,2.548,0.0067,-0.655,27.8,-1.056,5.37,Active Erosion
EBC-27,2023-02-01,1.491,11.203,0.917,1.191,28.952,0.0221,0.151,2.578,0.0067,-0.403,25.1,-1.199,5.37,Active Erosion
EBC-27,2023-03-01,1.567,10.4,0.917,1.105,26.339,0.0201,0.151,2.609,0.0067,-0.729,25.6,-0.9,5.37,Active Erosion
EBC-27,2023-04-01,1.296,10.5,0.917,0.865,25.514,0.0224,0.151,2.62,0.0067,-1.073,25.7,-0.907,5.37,Active Erosion
EBC-27,2023-05-01,1.082,10.893,0.917,0.965,22.642,0.0218,0.151,NaN,0.0067,0.057,25.8,-0.774,5.37,Mild Erosion Pressure
EBC-27,2023-06-01,0.684,10.101,0.917,0.943,20.385,0.0246,0.151,2.611,0.0067,0.381,26.2,-0.62,5.37,Mild Erosion Pressure
EBC-27,2023-07-01,0.762,10.292,0.917,0.95,18.773,0.0227,0.151,2.625,NaN,0.141,27.5,-0.405,5.37,Stable Seasonal State
EBC-27,2023-08-01,0.91,10.132,0.917,0.941,19.808,0.0164,0.151,2.595,0.0067,0.294,29.3,NaN,NaN,Mild Erosion Pressure
