Observation Date,Daily Rainfall (mm),Antecedent 3-Day Rainfall (mm),Antecedent 7-Day Rainfall (mm),Groundwater Depth Below Ground Surface (m),Piezometric Head Above Slip Surface (m),Volumetric Water Content (%),Matric Suction (kPa),Pore Pressure Ratio ru (-),Surface Displacement Rate (mm/day),7-Day Cumulative Surface Displacement (mm),Inclinometer Shear Zone Movement Rate (mm/day),Extensometer Extension Rate (mm/day),Slope Stability Alert Level
2023-04-05,NaN,104.1,168.93,0.99,3.94,31.02,12.57,0.519,1.066,2.968,0.626,1.054,Warning
2023-04-06,67.88,90.21,225.38,0.35,5.17,34.03,2.77,0.605,2.178,5.136,1.409,1.803,Emergency
2023-04-07,7.93,98.15,195.58,0.35,4.78,33.7,2.0,0.636,2.288,7.364,1.543,1.815,Emergency
2023-04-08,14.67,90.49,194.59,0.37,4.68,32.97,9.35,0.651,1.951,9.18,1.249,1.495,Emergency
2023-04-09,0.0,22.6,194.59,NaN,5.16,33.89,7.41,0.6,1.881,11.003,1.145,1.527,Emergency
2023-04-10,NaN,46.21,144.36,1.39,4.05,30.92,6.9,0.498,1.215,11.308,0.694,0.875,Warning
2023-04-11,0.0,31.54,144.36,1.07,4.45,28.8,12.53,NaN,0.866,11.445,0.494,0.687,Warning
2023-04-12,15.44,46.98,NaN,0.35,5.09,31.21,11.44,0.605,1.229,11.608,0.769,1.076,Emergency
2023-04-13,NaN,62.03,116.17,2.35,3.32,29.7,21.06,0.435,NaN,10.096,0.313,0.599,Warning
2023-04-14,12.82,74.85,121.06,2.05,3.35,30.94,14.98,0.466,0.667,8.476,0.426,0.656,Warning
2023-04-15,6.01,65.42,112.4,2.97,2.3,28.62,22.99,0.34,0.305,6.829,NaN,0.349,Warning
2023-04-16,78.61,97.45,191.01,0.35,5.01,33.23,2.42,0.585,1.653,6.602,0.947,1.404,Emergency
2023-04-17,0.0,NaN,159.47,0.35,5.17,NaN,7.55,0.586,1.734,7.121,1.05,1.459,Emergency
2023-04-18,9.26,87.87,168.73,0.35,4.81,32.28,11.39,0.593,1.527,7.782,0.985,1.303,Emergency
2023-04-19,78.33,87.59,231.62,0.35,4.83,NaN,2.0,0.634,2.436,8.989,1.521,1.866,Emergency
2023-04-20,26.8,114.38,211.83,0.35,4.89,35.72,3.72,0.724,NaN,10.893,1.747,2.136,Emergency
2023-04-21,55.37,160.5,254.38,0.35,4.57,36.05,2.0,0.717,NaN,13.525,2.214,2.786,Emergency
2023-04-22,0.0,NaN,248.37,0.35,4.97,NaN,2.0,0.687,3.032,16.252,1.914,2.24,Emergency
2023-04-23,0.0,55.37,NaN,NaN,4.61,35.13,NaN,0.525,2.0,NaN,1.264,1.468,Warning
2023-04-24,31.01,31.01,NaN,0.35,4.96,34.81,5.0,0.544,2.2,17.064,1.329,1.62,Warning
2023-04-25,87.27,118.28,278.78,NaN,NaN,40.01,2.0,0.67,3.005,18.543,1.967,2.418,Emergency
2023-04-26,6.32,124.59,206.76,0.35,4.86,38.43,2.0,0.638,2.562,18.669,1.573,2.174,Emergency
2023-04-27,0.0,93.58,179.96,0.35,NaN,33.55,2.79,0.657,2.48,18.579,1.602,1.993,Emergency
2023-04-28,39.73,46.04,164.32,0.61,4.43,NaN,11.65,0.513,1.708,16.988,1.063,1.282,Warning
2023-04-29,0.0,39.73,164.32,NaN,NaN,33.36,5.95,0.591,1.635,15.59,1.009,NaN,Emergency
2023-04-30,0.0,39.73,164.32,NaN,NaN,32.04,5.14,0.547,1.396,14.986,0.806,1.085,Warning
2023-05-01,0.0,0.0,133.31,NaN,3.82,29.33,19.34,NaN,0.729,13.515,0.398,0.563,Warning
2023-05-02,0.0,0.0,46.04,6.02,0.0,26.51,37.92,0.143,0.237,NaN,0.122,0.119,Warning
2023-05-03,0.0,0.0,39.73,7.35,0.0,26.67,46.59,0.061,0.068,8.252,0.08,0.073,Warning
2023-05-04,24.23,24.23,63.95,4.17,0.97,26.7,38.77,0.218,0.034,5.806,0.074,0.125,Warning
2023-05-05,46.01,70.23,70.23,4.2,0.84,28.64,33.56,0.213,0.017,4.115,0.068,0.34,Watch
2023-05-06,7.7,77.93,77.93,4.33,0.93,30.95,32.54,0.272,0.038,2.518,0.022,0.177,Watch
2023-05-07,39.89,93.59,NaN,2.94,2.33,29.62,22.55,0.423,0.278,1.401,0.246,0.471,Warning
2023-05-08,0.0,NaN,117.82,2.12,3.2,29.81,NaN,0.405,0.432,1.103,NaN,0.477,Warning
2023-05-09,0.0,39.89,117.82,0.6,4.65,28.06,21.83,NaN,0.328,1.195,0.216,0.366,Warning
2023-05-10,0.0,0.0,117.82,3.64,1.77,26.76,29.59,0.239,0.099,1.227,0.035,0.048,Watch
2023-05-11,0.0,0.0,93.59,NaN,0.88,25.56,34.39,0.203,0.087,1.28,0.0,0.052,Watch
2023-05-12,0.0,0.0,47.58,4.58,0.37,23.77,36.95,0.114,0.053,1.316,0.0,NaN,Elevated
2023-05-13,16.99,16.99,56.88,4.93,NaN,25.85,37.13,0.135,0.01,1.288,0.017,0.081,Elevated
2023-05-14,56.25,73.24,73.24,5.53,0.0,31.25,33.93,0.112,0.034,1.043,0.031,NaN,Watch
2023-05-15,0.0,73.24,73.24,5.53,0.0,25.76,41.06,0.147,0.037,0.649,0.0,0.251,Watch
2023-05-16,0.0,56.25,73.24,5.25,0.0,NaN,40.07,0.166,0.01,0.33,0.018,0.08,Watch
2023-05-17,0.0,0.0,73.24,4.57,0.76,25.61,34.74,0.153,0.047,0.278,0.0,0.0,Watch
2023-05-18,0.0,0.0,73.24,4.84,0.7,25.73,30.64,0.177,0.01,0.201,0.039,0.011,Watch
2023-05-19,36.5,36.5,109.74,3.0,2.13,27.9,23.96,0.298,0.084,0.232,0.06,0.151,Watch
2023-05-20,0.0,36.5,92.75,4.65,0.84,28.57,29.71,0.214,0.105,0.327,0.0,0.205,Watch
2023-05-21,0.0,36.5,36.5,5.68,NaN,20.18,46.26,0.106,0.09,0.383,0.056,0.155,Elevated
2023-05-22,36.82,36.82,73.33,4.07,1.54,22.34,38.28,NaN,0.036,0.382,0.061,NaN,Watch
2023-05-23,0.0,36.82,NaN,NaN,0.0,25.03,45.22,0.049,NaN,0.452,NaN,0.109,Watch
2023-05-24,0.0,36.82,73.33,4.75,0.4,26.95,36.11,0.172,0.023,0.428,0.0,0.083,Watch
2023-05-25,50.3,50.3,123.62,NaN,1.99,25.86,26.76,0.324,0.125,0.542,0.043,0.144,Watch
2023-05-26,0.0,50.3,87.12,3.62,1.6,21.68,35.54,0.246,0.051,0.51,0.059,NaN,Watch
2023-05-27,0.0,50.3,87.12,4.1,1.04,27.03,32.94,0.171,0.078,0.483,0.018,0.181,Watch
2023-05-28,0.0,0.0,87.12,3.56,1.65,26.07,29.35,0.233,0.059,0.452,0.065,0.009,Watch
2023-05-29,26.88,26.88,77.18,4.55,0.74,24.19,37.02,0.163,0.03,0.446,NaN,0.108,Watch
2023-05-30,0.0,NaN,77.18,3.58,1.96,NaN,34.76,0.279,0.01,0.376,0.0,0.106,Watch
2023-05-31,0.0,26.88,77.18,4.35,0.6,23.36,39.59,0.227,0.01,0.363,0.027,0.105,Watch
2023-06-01,32.72,32.72,59.61,4.3,1.0,25.36,37.03,0.112,0.01,0.249,0.019,0.095,Watch
2023-06-02,0.0,32.72,59.61,5.93,0.0,23.27,43.17,NaN,0.089,0.287,NaN,0.111,Watch
2023-06-03,27.77,60.49,87.38,4.7,0.64,26.61,27.88,NaN,0.074,0.283,0.006,0.135,Watch
2023-06-04,0.0,27.77,87.38,3.06,2.48,20.75,36.49,0.355,NaN,0.301,0.086,0.176,Watch
2023-06-05,0.0,27.77,60.49,6.43,0.0,22.37,41.03,0.052,0.07,NaN,0.024,0.135,Watch
2023-06-06,0.0,0.0,60.49,7.29,0.0,21.57,41.01,0.144,0.054,0.385,0.107,0.086,Watch
2023-06-07,0.0,0.0,60.49,5.64,0.0,22.55,40.28,0.081,0.022,0.397,0.011,0.0,Watch
2023-06-08,NaN,0.0,27.77,6.55,0.0,20.85,49.71,0.053,0.01,0.397,0.006,0.01,Elevated
2023-06-09,0.0,0.0,27.77,9.0,0.0,22.86,45.71,NaN,0.037,0.344,0.0,0.0,Elevated
2023-06-10,0.0,0.0,0.0,7.32,0.0,17.25,49.72,0.025,0.067,0.337,0.091,0.061,Normal
2023-06-11,0.0,0.0,0.0,NaN,NaN,19.99,53.9,0.077,0.026,0.286,0.0,0.0,Normal
2023-06-12,19.39,19.39,19.39,7.54,0.0,21.98,40.86,0.038,0.01,0.226,0.044,0.0,Elevated
2023-06-13,77.13,NaN,96.52,4.75,0.46,29.4,30.8,0.259,NaN,0.199,0.0,NaN,Watch
2023-06-14,0.0,96.52,96.52,4.14,1.41,25.11,33.25,0.302,0.067,NaN,0.0,0.261,Watch
2023-06-15,0.0,77.13,96.52,3.63,1.09,25.77,36.05,0.242,NaN,0.263,0.026,0.198,Watch
2023-06-16,0.0,0.0,96.52,3.4,1.97,21.75,40.98,0.33,0.066,0.293,0.0,0.005,Watch
2023-06-17,0.0,0.0,96.52,3.88,1.43,20.49,34.61,0.215,0.031,0.256,0.083,NaN,Watch
2023-06-18,0.0,0.0,96.52,3.46,1.54,25.39,33.22,0.23,0.053,0.283,NaN,0.076,Watch
2023-06-19,0.0,0.0,77.13,5.08,0.28,22.89,41.35,0.146,0.064,0.337,0.0,0.065,Watch
2023-06-20,34.62,34.62,34.62,6.27,0.0,24.47,42.99,0.053,0.081,0.392,0.0,0.168,Elevated
2023-06-21,21.52,56.14,56.14,4.67,NaN,21.48,41.85,0.255,0.092,0.416,0.126,0.18,Elevated
2023-06-22,NaN,94.99,94.99,4.82,NaN,26.96,33.66,0.124,0.01,0.397,0.016,0.364,Watch
2023-06-23,25.73,86.11,NaN,2.43,3.11,30.57,17.0,NaN,0.408,0.739,0.205,0.575,Warning
2023-06-24,15.85,80.44,NaN,1.23,3.93,28.8,13.06,0.486,NaN,1.437,0.463,0.704,Warning
2023-06-25,37.48,79.05,NaN,0.35,5.07,30.78,11.2,0.625,1.344,2.728,0.854,1.161,Emergency
2023-06-26,54.6,107.93,228.65,0.35,5.08,33.61,2.67,0.68,2.293,4.957,1.504,1.785,Emergency
2023-06-27,0.0,92.08,194.03,0.35,4.79,28.99,13.11,0.606,1.65,6.526,1.089,1.323,Emergency
2023-06-28,7.86,62.46,180.37,NaN,5.01,32.71,4.63,0.584,1.669,NaN,NaN,1.371,Emergency
2023-06-29,0.0,7.86,141.51,1.19,4.04,27.38,15.91,0.391,0.772,8.866,0.346,0.662,Warning
2023-06-30,0.0,7.86,115.78,NaN,0.62,27.6,NaN,0.111,0.277,8.735,0.147,0.3,Warning
2023-07-01,0.0,0.0,99.94,4.25,1.26,22.95,37.25,0.216,0.12,8.126,0.107,0.064,Warning
2023-07-02,21.2,21.2,NaN,4.26,0.9,23.25,33.42,0.205,NaN,6.842,0.047,0.103,Warning
2023-07-03,26.63,47.83,NaN,5.13,0.02,26.93,43.26,0.188,0.028,4.578,0.023,0.086,Watch
2023-07-04,10.47,58.31,66.17,5.17,NaN,24.25,35.44,0.126,0.054,2.981,0.0,0.162,Watch
2023-07-05,0.0,37.1,58.31,6.09,0.0,26.26,39.31,0.144,0.045,1.357,0.078,0.206,Watch
2023-07-06,0.0,10.47,58.31,5.72,0.0,23.3,47.27,0.078,0.01,0.595,0.0,0.029,Watch
2023-07-07,0.0,0.0,58.31,5.64,0.0,20.09,48.29,0.117,0.013,0.33,0.008,0.0,Watch
2023-07-08,NaN,40.09,98.39,3.98,1.08,27.14,31.29,0.261,0.01,0.22,0.048,0.094,Watch
2023-07-09,0.0,40.09,77.19,4.5,0.67,23.39,35.14,0.19,0.047,0.207,0.078,0.057,Watch
2023-07-10,10.53,50.61,NaN,5.4,0.0,NaN,NaN,0.126,0.019,0.197,0.0,0.216,Watch
2023-07-11,0.0,10.53,50.61,4.71,0.93,22.6,42.42,0.184,0.01,0.154,0.027,0.094,Elevated
2023-07-12,0.0,10.53,50.61,6.92,0.0,19.62,NaN,0.106,0.024,0.133,0.0,0.114,Elevated
2023-07-13,26.59,26.59,77.21,5.24,0.25,23.92,37.22,0.112,0.082,0.204,NaN,0.003,Watch
2023-07-14,20.44,47.03,97.65,3.6,NaN,28.16,23.83,0.231,0.046,0.237,0.029,0.139,Watch
2023-07-15,20.97,NaN,78.53,6.25,0.0,24.95,30.33,0.159,0.035,0.262,0.074,0.186,Watch
2023-07-16,15.5,56.91,94.03,4.33,0.93,24.68,31.21,0.284,0.01,0.226,0.0,0.28,Watch
2023-07-17,0.0,36.47,83.5,4.05,1.22,NaN,32.98,0.262,0.014,0.221,0.089,0.025,Watch
2023-07-18,52.13,67.63,135.64,NaN,2.45,27.79,28.01,0.34,0.236,0.447,0.145,0.353,Warning
2023-07-19,0.0,52.13,135.64,2.74,2.81,27.1,25.04,0.345,0.187,0.61,0.0,0.246,Warning
2023-07-20,0.0,52.13,109.04,3.94,1.42,23.49,34.88,0.315,0.125,0.653,0.064,0.254,Watch
2023-07-21,0.0,0.0,88.6,4.32,1.2,24.28,34.22,0.14,0.071,0.678,NaN,0.019,Watch
2023-07-22,0.0,0.0,67.63,5.88,0.0,24.4,39.36,0.098,0.048,0.691,0.043,0.0,Watch
2023-07-23,0.0,0.0,52.13,6.1,0.0,20.36,51.79,0.05,0.049,0.729,0.026,NaN,Elevated
2023-07-24,0.0,0.0,52.13,6.72,0.0,23.72,44.5,0.128,0.112,0.827,0.06,NaN,Elevated
2023-07-25,NaN,0.0,0.0,7.27,0.0,18.91,46.46,0.02,0.091,0.682,0.16,0.04,Normal
2023-07-26,0.0,0.0,0.0,8.34,0.0,17.33,53.27,0.08,0.012,0.507,0.0,0.054,Normal
2023-07-27,0.0,0.0,0.0,9.89,0.0,20.16,49.85,0.046,0.065,0.447,0.056,NaN,Normal
2023-07-28,0.0,0.0,0.0,8.15,0.0,18.08,53.67,0.049,0.053,NaN,0.186,0.081,Normal
2023-07-29,0.0,0.0,0.0,8.25,0.0,19.9,55.53,0.02,0.046,0.427,0.081,0.039,Normal
2023-07-30,0.0,NaN,NaN,8.39,0.0,18.05,55.94,0.02,0.037,0.415,0.035,0.085,Normal
2023-07-31,0.0,0.0,0.0,7.86,0.0,18.41,NaN,0.032,0.015,0.318,NaN,0.099,Normal
2023-08-01,0.0,0.0,0.0,7.17,0.0,NaN,59.91,0.049,0.023,0.25,0.004,0.0,Normal
2023-08-02,0.0,0.0,0.0,8.56,0.0,18.95,54.28,0.02,0.028,NaN,0.058,0.0,Normal
2023-08-03,NaN,0.0,0.0,8.82,0.0,15.28,NaN,0.02,0.055,0.256,0.0,0.037,Normal
2023-08-04,0.0,0.0,0.0,8.69,0.0,16.67,57.82,0.06,0.01,0.213,0.015,0.0,Normal
2023-08-05,0.0,0.0,0.0,8.63,0.0,NaN,56.91,0.06,0.01,0.177,0.0,0.006,Normal
2023-08-06,8.62,8.62,8.62,8.4,0.0,18.58,49.17,0.051,0.058,NaN,0.056,0.037,Normal
2023-08-07,0.0,8.62,8.62,NaN,0.0,17.9,51.67,0.083,0.099,0.282,0.12,0.0,Normal
2023-08-08,0.0,8.62,8.62,8.26,0.0,NaN,54.67,0.02,0.01,0.27,NaN,NaN,Normal
2023-08-09,0.0,0.0,8.62,7.99,0.0,17.01,54.53,0.033,0.01,0.252,0.009,0.0,Normal
2023-08-10,4.88,4.88,13.5,8.0,0.0,NaN,50.72,0.112,0.01,0.207,0.029,0.123,Normal
2023-08-11,0.0,4.88,13.5,8.6,0.0,18.74,46.4,0.056,0.032,0.228,0.0,0.009,Normal
2023-08-12,NaN,4.88,13.5,NaN,NaN,17.9,59.39,0.058,0.022,0.24,0.023,0.0,Normal
2023-08-13,0.0,0.0,4.88,8.14,0.0,17.0,51.84,0.124,0.02,0.203,0.051,0.0,Normal
2023-08-14,0.0,0.0,4.88,8.65,0.0,NaN,54.41,NaN,0.061,0.165,0.047,0.098,Normal
2023-08-15,0.0,0.0,4.88,8.82,0.0,19.11,46.66,0.071,0.047,NaN,0.002,0.051,Normal
2023-08-16,0.0,0.0,4.88,7.9,0.0,21.87,48.16,0.101,0.01,0.202,0.058,0.0,Normal
2023-08-17,13.16,13.16,13.16,8.23,0.0,16.63,51.61,0.052,0.057,0.249,0.113,0.044,Normal
2023-08-18,0.0,13.16,13.16,7.21,0.0,20.77,49.2,0.094,0.057,0.275,0.041,0.075,Normal
2023-08-19,0.0,13.16,13.16,7.02,0.0,20.34,39.89,0.029,0.042,0.295,0.079,0.052,Normal
2023-08-20,33.53,33.53,46.68,6.99,0.0,19.59,46.97,0.084,0.028,0.302,NaN,0.113,Elevated
2023-08-21,23.78,57.31,70.46,5.38,0.18,22.6,37.13,0.178,0.01,0.251,0.0,NaN,Watch
2023-08-22,10.93,68.24,NaN,5.3,0.0,22.19,NaN,0.199,0.01,0.214,0.05,0.177,Watch
2023-08-23,0.0,34.71,81.39,5.19,0.32,22.98,36.29,0.193,0.01,0.214,0.066,0.008,Watch
2023-08-24,NaN,10.93,68.24,5.13,0.6,24.24,35.76,0.192,NaN,0.167,0.072,0.105,Watch
2023-08-25,0.0,0.0,68.24,5.81,0.0,NaN,42.0,0.079,0.011,0.121,0.003,0.007,Watch
2023-08-26,31.43,31.43,99.67,3.55,1.52,NaN,28.97,0.289,0.01,0.089,0.143,0.064,Watch
2023-08-27,8.68,40.11,74.82,NaN,0.0,21.68,40.69,0.121,0.013,0.075,0.041,0.11,Watch
2023-08-28,0.0,40.11,51.04,5.63,0.0,18.64,NaN,0.15,0.05,0.115,0.029,0.155,Elevated
2023-08-29,0.0,8.68,NaN,6.92,0.0,20.17,41.17,NaN,0.01,0.115,NaN,0.0,Elevated
2023-08-30,0.0,0.0,40.11,6.38,0.0,22.07,48.53,0.08,0.01,0.115,0.0,0.0,Elevated
2023-08-31,0.0,0.0,40.11,7.56,0.0,17.37,46.95,0.079,0.027,0.132,0.0,0.014,Elevated
2023-09-01,0.0,0.0,40.11,6.96,0.0,NaN,50.31,0.02,0.05,0.17,0.0,0.055,Elevated
2023-09-02,21.82,21.82,30.49,7.12,0.0,20.35,49.03,NaN,0.01,NaN,0.094,NaN,Elevated
2023-09-03,NaN,46.48,46.48,7.29,0.0,NaN,44.03,0.127,0.1,0.257,0.092,0.178,Elevated
2023-09-04,0.0,46.48,46.48,6.73,0.0,20.17,43.56,0.065,0.01,0.217,0.0,0.142,Elevated
2023-09-05,0.0,NaN,46.48,7.14,0.0,20.33,47.16,0.127,0.071,0.278,0.041,0.133,Elevated
2023-09-06,0.0,0.0,46.48,6.14,0.0,18.5,52.54,0.098,0.041,0.309,0.037,0.002,Elevated
2023-09-07,0.0,0.0,46.48,5.92,0.0,18.59,45.54,0.079,0.062,0.344,0.036,0.063,Elevated
2023-09-08,0.0,0.0,46.48,6.99,0.0,21.19,46.23,0.029,0.01,0.304,0.145,0.0,Elevated
2023-09-09,0.0,NaN,24.67,7.65,NaN,16.92,47.91,0.103,0.014,0.309,0.0,0.122,Elevated
2023-09-10,0.0,0.0,0.0,9.36,0.0,15.59,55.76,0.111,0.047,0.255,0.109,0.12,Normal
2023-09-11,0.0,0.0,NaN,8.86,0.0,17.13,55.77,0.045,0.021,0.266,0.007,0.021,Normal
2023-09-12,NaN,NaN,0.0,9.07,NaN,19.3,50.85,0.058,0.079,0.273,0.155,0.051,Normal
2023-09-13,1.46,1.46,1.46,NaN,0.0,17.86,49.9,0.05,0.056,0.289,0.0,0.024,Normal
2023-09-14,0.0,1.46,1.46,10.19,0.0,17.43,47.78,0.061,0.013,0.239,0.019,0.04,Normal
2023-09-15,0.0,1.46,1.46,8.76,0.0,18.23,NaN,0.038,0.01,0.239,0.109,0.0,Normal
2023-09-16,0.0,0.0,1.46,9.37,0.0,15.36,58.88,0.04,0.045,0.27,0.054,0.013,Normal
2023-09-17,0.0,0.0,1.46,8.3,0.0,18.94,48.29,0.073,0.024,0.247,0.0,0.0,Normal
2023-09-18,0.0,0.0,1.46,9.1,0.0,18.76,50.44,0.123,0.056,0.281,0.0,0.041,Normal
2023-09-19,0.0,0.0,1.46,7.98,0.0,17.48,55.93,0.02,0.043,0.246,0.0,0.034,Normal
2023-09-20,0.0,0.0,0.0,9.27,0.0,19.69,56.17,0.036,0.049,0.239,0.0,0.0,Normal
2023-09-21,0.0,0.0,0.0,8.71,0.0,NaN,51.87,0.02,0.05,0.276,0.0,0.068,Normal
2023-09-22,NaN,0.0,0.0,8.98,0.0,19.88,52.38,0.096,0.031,0.297,0.102,0.117,Normal
2023-09-23,23.16,23.16,23.16,8.39,0.0,19.75,48.69,0.061,0.01,NaN,0.005,0.088,Elevated
2023-09-24,0.0,23.16,23.16,NaN,0.0,18.81,48.96,0.031,0.016,0.255,NaN,0.082,Elevated
2023-09-25,0.0,23.16,23.16,7.49,0.0,19.04,41.51,0.104,0.029,0.229,0.0,0.091,Elevated
2023-09-26,9.69,9.69,32.85,NaN,0.0,NaN,49.3,0.132,0.01,0.196,0.0,0.052,Elevated
2023-09-27,0.0,9.69,32.85,9.06,0.0,21.19,50.78,0.095,0.038,NaN,0.048,0.0,Elevated
2023-09-28,2.63,12.32,35.47,7.39,0.0,17.57,49.87,0.083,NaN,0.145,0.02,0.0,Elevated
2023-09-29,0.0,2.63,35.47,7.9,0.0,18.06,46.04,0.079,0.01,0.124,0.0,0.016,Elevated
2023-09-30,0.0,2.63,12.32,8.39,NaN,20.13,47.25,NaN,0.039,0.153,0.105,0.073,Normal
2023-10-01,0.0,0.0,12.32,NaN,0.0,17.51,57.98,0.02,0.01,NaN,0.0,0.033,Normal
2023-10-02,5.33,5.33,17.64,7.02,0.0,20.09,50.66,0.053,0.062,0.179,0.0,0.061,Normal
2023-10-03,2.78,8.1,10.73,8.6,0.0,21.12,49.06,0.04,0.017,0.186,0.02,0.0,Normal
2023-10-04,0.0,8.1,10.73,7.4,0.0,17.76,52.44,0.02,0.042,0.19,0.0,0.076,Normal
2023-10-05,1.8,4.58,9.91,6.82,0.0,19.46,NaN,0.04,0.052,0.232,0.049,0.068,Normal
2023-10-06,5.98,7.78,15.89,NaN,0.0,16.73,51.09,0.098,0.076,0.298,0.0,0.148,Normal
2023-10-07,0.0,7.78,15.89,8.42,0.0,19.78,48.39,0.079,0.07,0.329,0.0,0.16,Normal
2023-10-08,0.0,5.98,15.89,8.12,0.0,18.89,51.84,0.079,NaN,0.389,0.116,0.011,Normal
2023-10-09,7.7,7.7,18.26,8.15,0.0,NaN,53.32,0.065,NaN,NaN,0.051,0.077,Elevated
2023-10-10,0.13,7.82,NaN,10.51,0.0,17.52,54.41,0.077,0.039,0.433,0.041,0.0,Normal
2023-10-11,27.24,35.06,42.85,6.92,0.0,17.54,44.5,0.08,0.01,NaN,NaN,0.043,Elevated
2023-10-12,11.4,38.77,52.45,7.05,0.0,21.33,44.78,0.107,0.01,0.358,0.047,0.152,Elevated
2023-10-13,0.0,38.64,46.47,6.55,0.0,16.6,52.67,0.121,0.01,NaN,0.0,0.112,Elevated
2023-10-14,27.34,38.74,73.81,5.95,0.0,21.18,44.83,0.14,0.021,0.243,0.0,0.165,Watch
2023-10-15,0.0,27.34,NaN,5.63,0.0,22.8,39.39,0.128,0.01,0.183,0.082,0.0,Watch
2023-10-16,0.0,27.34,66.11,5.92,0.0,20.7,54.06,0.108,0.035,0.135,0.034,0.087,Watch
2023-10-17,0.0,0.0,65.98,7.5,0.0,23.43,37.94,0.066,0.01,0.106,0.061,0.0,Watch
2023-10-18,8.72,8.72,47.46,7.83,0.0,21.31,NaN,0.189,0.09,0.186,0.036,0.009,Elevated
2023-10-19,0.0,8.72,NaN,7.58,0.0,18.22,49.87,0.104,0.01,0.186,0.0,0.0,Elevated
2023-10-20,0.0,8.72,36.06,NaN,NaN,19.31,55.07,0.087,0.018,0.193,0.032,0.094,Elevated
2023-10-21,0.0,0.0,8.72,8.38,0.0,18.23,49.05,0.037,0.023,0.195,0.036,0.0,Normal
2023-10-22,0.0,0.0,8.72,10.53,0.0,15.77,54.12,0.029,0.02,0.205,0.036,0.0,Normal
2023-10-23,0.0,0.0,NaN,8.47,0.0,16.8,57.66,0.041,NaN,0.18,0.04,0.031,Normal
2023-10-24,1.53,NaN,10.25,9.34,0.0,17.46,51.2,0.058,0.022,0.192,NaN,0.034,Normal
2023-10-25,NaN,1.53,1.53,9.94,0.0,14.8,54.23,0.02,0.096,0.198,0.147,0.075,Normal
2023-10-26,0.0,1.53,1.53,9.09,0.0,18.13,53.7,0.02,0.077,0.266,0.075,0.0,Normal
2023-10-27,NaN,0.0,NaN,8.34,0.0,17.66,NaN,0.02,0.031,0.279,0.061,0.147,Normal
2023-10-28,0.0,0.0,NaN,7.23,0.0,15.38,59.19,0.048,0.024,0.281,0.0,NaN,Normal
2023-10-29,0.0,0.0,1.53,9.41,0.0,18.71,56.62,0.033,0.01,0.271,0.0,0.118,Normal
2023-10-30,0.0,0.0,1.53,8.36,0.0,19.21,53.32,0.093,0.01,0.271,0.0,0.0,Normal
2023-10-31,0.0,0.0,0.0,NaN,0.0,18.65,54.42,0.02,NaN,0.278,0.0,0.005,Normal
2023-11-01,0.0,0.0,0.0,8.12,0.0,NaN,55.93,0.02,0.01,0.192,0.0,0.0,Normal
2023-11-02,0.0,0.0,0.0,8.81,0.0,18.96,55.54,0.093,0.017,0.131,0.029,0.0,Normal
2023-11-03,3.34,3.34,3.34,8.87,0.0,19.22,49.86,0.051,0.019,0.119,0.024,0.051,Normal
2023-11-04,0.0,3.34,3.34,NaN,0.0,18.63,50.78,0.077,0.01,0.105,0.042,0.05,Normal
2023-11-05,0.0,3.34,3.34,8.07,0.0,16.82,57.11,0.118,0.055,0.149,0.155,0.072,Normal
2023-11-06,0.0,0.0,3.34,9.68,NaN,18.58,56.52,0.02,0.01,0.149,NaN,0.136,Normal
2023-11-07,0.0,0.0,3.34,8.43,0.0,20.06,45.57,0.039,0.024,0.144,0.0,0.099,Normal
2023-11-08,0.0,0.0,3.34,7.67,0.0,17.19,54.15,0.032,0.041,0.176,0.076,0.0,Normal
2023-11-09,0.0,0.0,NaN,NaN,0.0,21.51,47.37,0.02,0.026,0.185,0.0,0.044,Normal
2023-11-10,0.0,0.0,NaN,9.0,0.0,17.19,54.17,0.029,0.082,0.247,0.0,0.083,Normal
2023-11-11,0.0,0.0,NaN,9.09,0.0,18.09,55.84,0.071,0.062,0.299,0.0,0.092,Normal
2023-11-12,8.24,8.24,8.24,9.58,0.0,NaN,53.76,0.074,NaN,0.308,0.045,0.116,Normal
2023-11-13,0.0,8.24,8.24,8.46,0.0,18.69,50.03,0.076,0.01,0.308,0.009,0.13,Normal
2023-11-14,0.0,8.24,8.24,8.54,0.0,15.55,48.3,0.042,0.102,0.386,0.054,0.158,Elevated
2023-11-15,0.0,0.0,8.24,7.85,0.0,17.47,49.55,0.022,NaN,0.395,0.043,0.123,Normal
2023-11-16,0.0,0.0,8.24,9.19,0.0,16.6,56.92,0.089,0.023,0.392,0.033,0.038,Normal
2023-11-17,0.0,0.0,8.24,NaN,0.0,18.57,43.44,0.028,NaN,0.328,0.0,0.0,Normal
2023-11-18,0.0,NaN,8.24,NaN,0.0,19.95,54.84,0.055,0.01,0.277,0.0,NaN,Normal
2023-11-19,NaN,0.0,0.0,7.62,0.0,19.11,54.63,NaN,0.01,0.223,0.042,0.0,Normal
2023-11-20,0.0,0.0,0.0,9.96,0.0,NaN,63.14,0.091,0.01,0.223,0.025,0.0,Normal
2023-11-21,0.0,0.0,0.0,8.09,0.0,21.35,50.59,0.074,0.075,0.196,NaN,0.024,Normal
2023-11-22,0.0,0.0,0.0,8.53,0.0,18.56,NaN,0.02,0.053,0.198,0.021,0.018,Normal
