Building_Scenario_ID,Days_After_Event,Structural_System,Occupancy_Type,Number_of_Stories,Construction_Year,Seismic_Design_Level,Site_Class,Retrofit_Level,Peak_Ground_Acceleration_g,Spectral_Acceleration_1p0s_g,Initial_Residual_Drift_Ratio_pct,Safety_Inspection_Completion_pct,Utility_Availability_pct,Structural_Repair_Completion_pct,Nonstructural_Repair_Completion_pct,Operability_Class
B028,180,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,NaN,0.072,100.0,97.0,98.1,NaN,Full_Recovery
B028,240,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,99.2,100.0,98.7,100.0,Full_Recovery
B028,365,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,NaN,98.3,99.9,NaN,94.7,Full_Recovery
B029,0,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,1.8,44.0,NaN,4.3,Unsafe_Closed
B029,1,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,5.8,47.8,0.6,1.9,Unsafe_Closed
B029,3,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,NaN,2.6,52.5,0.0,0.0,Unsafe_Closed
B029,7,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,24.9,71.0,0.8,6.7,Restricted_Access
B029,14,RC_Moment_Frame,Healthcare,11.0,1968.0,NaN,C,No_Retrofit,0.338,0.493,0.138,80.6,87.3,3.6,4.8,Restricted_Access
B029,30,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,NaN,0.493,0.138,93.8,100.0,6.3,4.6,Reoccupancy
B029,60,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,100.0,99.9,8.2,18.5,Reoccupancy
B029,90,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,100.0,100.0,19.8,45.4,Reoccupancy
B029,120,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,100.0,100.0,31.8,70.6,Reoccupancy
B029,180,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,100.0,100.0,73.7,99.9,Functional_Recovery
B029,240,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,No_Retrofit,0.338,0.493,0.138,100.0,100.0,95.2,98.8,Full_Recovery
B029,365,RC_Moment_Frame,Healthcare,11.0,1968.0,Moderate_Code,C,NaN,0.338,0.493,0.138,100.0,100.0,100.0,97.9,Full_Recovery
B030,0,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,13.0,66.3,2.5,NaN,Unsafe_Closed
B030,1,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,NaN,0.05,16.9,63.3,3.8,6.2,Restricted_Access
B030,3,RC_Moment_Frame,Education,10.0,NaN,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,55.2,81.7,2.4,3.7,Restricted_Access
B030,7,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,92.1,91.2,0.0,9.7,Reoccupancy
B030,14,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,100.0,95.2,6.7,37.4,Reoccupancy
B030,30,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,100.0,100.0,42.8,NaN,Functional_Recovery
B030,60,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,100.0,100.0,93.0,NaN,Full_Recovery
B030,90,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,100.0,100.0,NaN,100.0,Full_Recovery
B030,120,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,NaN,0.05,100.0,100.0,97.0,100.0,Full_Recovery
B030,180,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,100.0,100.0,100.0,100.0,Full_Recovery
B030,240,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,0.071,0.106,0.05,97.5,100.0,100.0,100.0,Full_Recovery
B030,365,RC_Moment_Frame,Education,10.0,2017.0,Moderate_Code,E,No_Retrofit,NaN,0.106,0.05,100.0,100.0,94.3,100.0,Full_Recovery
B031,0,RC_Moment_Frame,NaN,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,0.221,0.0,5.7,66.8,6.8,0.0,Unsafe_Closed
B031,1,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,NaN,No_Retrofit,0.3,0.221,NaN,6.5,71.3,1.4,6.4,Unsafe_Closed
B031,3,RC_Moment_Frame,Office,NaN,1981.0,Moderate_Code,B,No_Retrofit,NaN,0.221,0.0,20.5,80.0,0.0,1.8,Restricted_Access
B031,7,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,0.221,0.0,85.7,86.5,2.0,5.4,Reoccupancy
B031,14,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,0.221,0.0,99.6,91.2,6.1,19.3,Reoccupancy
B031,30,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,NaN,0.3,0.221,0.0,98.5,100.0,21.7,NaN,Reoccupancy
B031,60,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,0.221,0.0,97.5,99.9,40.9,99.0,Functional_Recovery
B031,90,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,0.221,0.0,100.0,96.0,80.5,98.8,Functional_Recovery
B031,120,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,0.221,0.0,100.0,98.4,99.2,99.9,Full_Recovery
B031,180,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,0.221,0.0,100.0,98.1,100.0,99.2,Full_Recovery
B031,240,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,NaN,No_Retrofit,0.3,0.221,0.0,100.0,92.9,100.0,100.0,Full_Recovery
B031,365,RC_Moment_Frame,Office,5.0,1981.0,Moderate_Code,B,No_Retrofit,0.3,NaN,0.0,97.9,94.1,NaN,93.9,Full_Recovery
B032,0,NaN,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,0.042,6.5,32.8,1.3,2.9,Unsafe_Closed
B032,1,RC_Shear_Wall,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,NaN,3.9,38.4,4.0,1.3,Unsafe_Closed
B032,3,NaN,Healthcare,NaN,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,0.042,8.9,50.6,2.6,5.3,Unsafe_Closed
B032,7,RC_Shear_Wall,Healthcare,NaN,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,NaN,34.4,60.7,3.1,0.0,Restricted_Access
B032,14,RC_Shear_Wall,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,0.042,86.0,93.5,0.0,0.0,Restricted_Access
B032,30,RC_Shear_Wall,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,0.042,98.6,99.9,6.4,2.8,Reoccupancy
B032,60,RC_Shear_Wall,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,NaN,0.877,0.042,100.0,96.6,NaN,19.4,Reoccupancy
B032,90,RC_Shear_Wall,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,0.042,100.0,100.0,NaN,55.0,Reoccupancy
B032,120,RC_Shear_Wall,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,NaN,0.877,0.042,98.8,93.5,88.8,88.3,Functional_Recovery
B032,180,RC_Shear_Wall,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,0.634,NaN,0.042,100.0,100.0,100.0,96.6,Full_Recovery
B032,240,NaN,Healthcare,4.0,2020.0,High_Code,E,Partial_Retrofit,0.634,0.877,NaN,NaN,97.8,97.9,93.6,Full_Recovery
B032,365,RC_Shear_Wall,Healthcare,4.0,NaN,High_Code,E,Partial_Retrofit,0.634,0.877,0.042,100.0,100.0,100.0,99.1,Full_Recovery
B033,0,Steel_Braced_Frame,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,NaN,0.656,0.156,7.4,40.7,0.0,0.0,Unsafe_Closed
B033,1,NaN,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,5.7,44.7,3.6,0.0,Unsafe_Closed
B033,3,Steel_Braced_Frame,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,9.8,50.0,0.0,2.0,Restricted_Access
B033,7,Steel_Braced_Frame,NaN,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,22.4,61.2,0.2,0.7,Restricted_Access
B033,14,Steel_Braced_Frame,NaN,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,71.6,79.0,0.0,5.3,Restricted_Access
B033,30,Steel_Braced_Frame,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,95.1,96.0,5.5,1.3,Reoccupancy
B033,60,Steel_Braced_Frame,Residential,NaN,1980.0,Low_Code,C,NaN,0.525,0.656,0.156,100.0,100.0,1.5,23.6,Reoccupancy
B033,90,Steel_Braced_Frame,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,100.0,96.0,13.3,37.0,Reoccupancy
B033,120,Steel_Braced_Frame,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,NaN,0.656,0.156,100.0,100.0,20.2,70.9,Functional_Recovery
B033,180,Steel_Braced_Frame,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,NaN,95.8,47.9,93.8,Functional_Recovery
B033,240,Steel_Braced_Frame,Residential,10.0,1980.0,Low_Code,C,No_Retrofit,0.525,0.656,0.156,99.5,100.0,82.9,100.0,Functional_Recovery
B033,365,Steel_Braced_Frame,Residential,10.0,1980.0,NaN,NaN,No_Retrofit,NaN,0.656,0.156,99.8,100.0,97.3,96.9,Full_Recovery
B034,0,RC_Moment_Frame,Office,10.0,1998.0,NaN,D,Extensive_Retrofit,0.221,0.259,0.025,3.7,67.4,0.0,4.7,Unsafe_Closed
B034,1,RC_Moment_Frame,Office,10.0,1998.0,Moderate_Code,D,Extensive_Retrofit,0.221,0.259,0.025,18.2,78.6,2.1,5.0,Restricted_Access
B034,3,RC_Moment_Frame,Office,10.0,1998.0,Moderate_Code,NaN,NaN,0.221,0.259,0.025,49.0,79.8,NaN,6.8,Restricted_Access
B034,7,RC_Moment_Frame,Office,NaN,1998.0,Moderate_Code,D,Extensive_Retrofit,0.221,0.259,0.025,94.6,85.2,7.3,10.2,Reoccupancy
B034,14,RC_Moment_Frame,Office,10.0,1998.0,Moderate_Code,D,Extensive_Retrofit,0.221,0.259,0.025,98.3,91.1,18.0,32.2,Reoccupancy
B034,30,RC_Moment_Frame,Office,10.0,1998.0,Moderate_Code,D,Extensive_Retrofit,0.221,0.259,NaN,100.0,99.8,46.3,93.5,Functional_Recovery
B034,60,RC_Moment_Frame,Office,10.0,1998.0,Moderate_Code,D,Extensive_Retrofit,0.221,0.259,0.025,100.0,91.1,100.0,100.0,Functional_Recovery
B034,90,RC_Moment_Frame,Office,10.0,1998.0,NaN,D,Extensive_Retrofit,0.221,0.259,0.025,96.9,100.0,97.8,100.0,Full_Recovery
B034,120,RC_Moment_Frame,Office,10.0,1998.0,Moderate_Code,NaN,Extensive_Retrofit,0.221,0.259,0.025,98.0,100.0,100.0,100.0,Full_Recovery
B034,180,NaN,Office,10.0,1998.0,Moderate_Code,D,Extensive_Retrofit,NaN,0.259,0.025,97.8,100.0,100.0,100.0,Full_Recovery
B034,240,RC_Moment_Frame,Office,10.0,1998.0,Moderate_Code,D,Extensive_Retrofit,0.221,0.259,0.025,94.7,100.0,98.8,97.4,Full_Recovery
B034,365,RC_Moment_Frame,NaN,10.0,1998.0,Moderate_Code,D,Extensive_Retrofit,0.221,0.259,0.025,100.0,98.8,99.6,100.0,Full_Recovery
B035,0,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,D,No_Retrofit,0.105,0.202,0.0,5.2,64.4,1.9,0.0,Unsafe_Closed
B035,1,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,D,NaN,NaN,0.202,0.0,15.5,71.5,5.0,NaN,Restricted_Access
B035,3,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,D,No_Retrofit,0.105,NaN,0.0,35.8,80.0,0.0,1.9,Restricted_Access
B035,7,RC_Shear_Wall,Retail,4.0,NaN,Low_Code,D,No_Retrofit,0.105,NaN,0.0,93.6,NaN,2.7,5.1,Reoccupancy
B035,14,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,NaN,No_Retrofit,0.105,0.202,0.0,100.0,NaN,11.5,24.4,Reoccupancy
B035,30,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,D,No_Retrofit,0.105,0.202,0.0,99.8,NaN,23.7,66.2,Functional_Recovery
B035,60,RC_Shear_Wall,Retail,4.0,1978.0,NaN,D,No_Retrofit,0.105,0.202,0.0,100.0,98.7,86.5,100.0,Functional_Recovery
B035,90,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,NaN,No_Retrofit,0.105,0.202,0.0,99.2,98.1,94.1,100.0,Full_Recovery
B035,120,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,D,No_Retrofit,0.105,0.202,0.0,100.0,98.6,98.7,100.0,Full_Recovery
B035,180,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,D,No_Retrofit,0.105,0.202,0.0,98.1,100.0,100.0,92.8,Full_Recovery
B035,240,RC_Shear_Wall,Retail,4.0,1978.0,Low_Code,NaN,No_Retrofit,0.105,0.202,0.0,NaN,NaN,99.5,100.0,Full_Recovery
B035,365,NaN,Retail,4.0,1978.0,Low_Code,D,No_Retrofit,0.105,0.202,0.0,97.5,100.0,99.7,100.0,Full_Recovery
B036,0,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,NaN,5.6,44.0,4.8,0.0,Unsafe_Closed
B036,1,Steel_Moment_Frame,Retail,NaN,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,0.18,2.6,38.5,NaN,0.0,Unsafe_Closed
B036,3,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,0.18,10.8,NaN,9.3,2.3,Restricted_Access
B036,7,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,0.18,22.7,66.3,8.3,0.0,Restricted_Access
B036,14,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,0.18,67.5,82.7,6.2,0.0,Restricted_Access
B036,30,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,No_Retrofit,0.504,NaN,0.18,96.0,98.4,2.0,1.1,Reoccupancy
B036,60,Steel_Moment_Frame,Retail,6.0,1974.0,NaN,D,No_Retrofit,0.504,0.659,0.18,NaN,100.0,2.9,12.3,Reoccupancy
B036,90,Steel_Moment_Frame,Retail,6.0,1974.0,NaN,D,No_Retrofit,0.504,0.659,0.18,100.0,97.3,14.4,36.2,Reoccupancy
B036,120,Steel_Moment_Frame,Retail,NaN,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,0.18,100.0,97.4,26.2,71.1,Functional_Recovery
B036,180,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,NaN,0.504,0.659,0.18,100.0,100.0,48.1,96.6,Functional_Recovery
B036,240,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,NaN,96.1,96.7,78.3,NaN,Functional_Recovery
B036,365,Steel_Moment_Frame,Retail,6.0,1974.0,Low_Code,D,No_Retrofit,0.504,0.659,0.18,100.0,100.0,96.2,99.5,Full_Recovery
B037,0,RC_Shear_Wall,Office,10.0,NaN,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,0.0,39.3,5.0,3.4,Unsafe_Closed
B037,1,RC_Shear_Wall,Office,10.0,NaN,Moderate_Code,NaN,Extensive_Retrofit,0.733,0.998,0.091,13.1,38.5,2.6,0.1,Unsafe_Closed
B037,3,RC_Shear_Wall,Office,10.0,1961.0,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,7.2,55.7,2.7,2.6,Unsafe_Closed
B037,7,RC_Shear_Wall,Office,10.0,1961.0,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,22.8,NaN,0.0,11.3,Restricted_Access
B037,14,RC_Shear_Wall,Office,NaN,1961.0,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,73.1,79.0,4.6,4.6,Restricted_Access
B037,30,RC_Shear_Wall,Office,10.0,1961.0,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,100.0,90.9,3.3,2.0,Reoccupancy
B037,60,RC_Shear_Wall,Office,NaN,NaN,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,NaN,100.0,13.8,19.3,Reoccupancy
B037,90,RC_Shear_Wall,Office,10.0,1961.0,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,100.0,100.0,33.0,38.5,Reoccupancy
B037,120,RC_Shear_Wall,NaN,10.0,NaN,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,100.0,100.0,NaN,NaN,Functional_Recovery
B037,180,RC_Shear_Wall,NaN,10.0,1961.0,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,95.9,94.3,89.8,97.5,Functional_Recovery
B037,240,RC_Shear_Wall,Office,10.0,1961.0,Moderate_Code,D,Extensive_Retrofit,0.733,0.998,0.091,100.0,94.8,98.4,100.0,Full_Recovery
B037,365,RC_Shear_Wall,Office,10.0,1961.0,Moderate_Code,D,Extensive_Retrofit,NaN,0.998,0.091,100.0,98.8,100.0,100.0,Full_Recovery
B038,0,Steel_Braced_Frame,Residential,4.0,1993.0,NaN,C,No_Retrofit,0.566,0.683,0.13,3.2,33.9,0.0,2.4,Unsafe_Closed
B038,1,Steel_Braced_Frame,Residential,4.0,1993.0,Moderate_Code,C,No_Retrofit,0.566,NaN,0.13,NaN,47.6,0.0,NaN,Unsafe_Closed
B038,3,NaN,NaN,4.0,1993.0,Moderate_Code,NaN,No_Retrofit,0.566,0.683,0.13,9.8,51.4,3.6,5.5,Restricted_Access
B038,7,Steel_Braced_Frame,Residential,4.0,1993.0,Moderate_Code,C,No_Retrofit,0.566,0.683,0.13,18.1,70.8,0.0,2.9,Restricted_Access
B038,14,Steel_Braced_Frame,Residential,4.0,1993.0,Moderate_Code,C,No_Retrofit,0.566,0.683,0.13,72.5,77.5,0.0,5.6,Restricted_Access
B038,30,Steel_Braced_Frame,Residential,4.0,1993.0,Moderate_Code,C,No_Retrofit,0.566,NaN,0.13,99.6,89.2,7.0,3.6,Reoccupancy
B038,60,Steel_Braced_Frame,Residential,4.0,NaN,Moderate_Code,NaN,No_Retrofit,0.566,0.683,NaN,100.0,96.0,7.9,15.2,Reoccupancy
B038,90,Steel_Braced_Frame,Residential,4.0,1993.0,Moderate_Code,C,No_Retrofit,0.566,0.683,0.13,100.0,NaN,19.6,27.7,Reoccupancy
B038,120,Steel_Braced_Frame,Residential,NaN,1993.0,Moderate_Code,C,No_Retrofit,0.566,0.683,0.13,97.5,100.0,33.2,66.3,Functional_Recovery
B038,180,NaN,Residential,4.0,1993.0,Moderate_Code,C,No_Retrofit,0.566,0.683,0.13,96.6,100.0,67.1,93.2,Functional_Recovery
B038,240,Steel_Braced_Frame,Residential,4.0,1993.0,Moderate_Code,C,NaN,0.566,0.683,0.13,100.0,97.8,97.6,97.0,Full_Recovery
B038,365,NaN,Residential,4.0,1993.0,Moderate_Code,C,No_Retrofit,0.566,0.683,0.13,100.0,98.4,96.7,99.2,Full_Recovery
B039,0,Unreinforced_Masonry,NaN,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,1.6,3.0,3.7,0.9,Unsafe_Closed
B039,1,Unreinforced_Masonry,Residential,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,6.0,8.9,0.0,5.5,Unsafe_Closed
B039,3,Unreinforced_Masonry,Residential,5.0,1967.0,NaN,E,No_Retrofit,0.634,0.894,1.537,3.7,18.6,4.2,4.8,Unsafe_Closed
B039,7,Unreinforced_Masonry,Residential,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,NaN,29.8,1.1,NaN,Unsafe_Closed
B039,14,Unreinforced_Masonry,Residential,5.0,1967.0,NaN,E,No_Retrofit,0.634,0.894,1.537,21.3,52.2,1.2,1.1,Unsafe_Closed
B039,30,Unreinforced_Masonry,Residential,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,NaN,NaN,74.5,76.6,4.6,8.6,Restricted_Access
B039,60,Unreinforced_Masonry,NaN,5.0,1967.0,Pre_Code,NaN,No_Retrofit,0.634,0.894,1.537,99.1,95.9,3.5,6.6,Restricted_Access
B039,90,Unreinforced_Masonry,Residential,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,100.0,100.0,1.4,7.1,Restricted_Access
B039,120,Unreinforced_Masonry,Residential,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,98.4,95.6,5.4,14.0,Restricted_Access
B039,180,NaN,NaN,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,97.2,100.0,4.1,35.6,Restricted_Access
B039,240,Unreinforced_Masonry,Residential,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,100.0,99.0,8.1,59.5,Restricted_Access
B039,365,Unreinforced_Masonry,Residential,5.0,1967.0,Pre_Code,E,No_Retrofit,0.634,0.894,1.537,98.2,100.0,29.2,92.3,Restricted_Access
B040,0,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,NaN,0.2,21.6,0.0,0.0,Unsafe_Closed
B040,1,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,NaN,1.6,32.1,0.0,0.0,Unsafe_Closed
B040,3,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,7.7,37.1,0.0,0.0,Unsafe_Closed
B040,7,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,12.4,52.8,NaN,5.2,Unsafe_Closed
B040,14,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,53.5,70.4,5.5,0.0,Restricted_Access
B040,30,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,99.8,92.5,8.7,6.7,Restricted_Access
B040,60,RC_Shear_Wall,NaN,13.0,1957.0,Low_Code,NaN,No_Retrofit,0.738,1.033,0.269,99.0,99.2,1.3,11.8,Restricted_Access
B040,90,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,99.1,100.0,14.5,23.2,Reoccupancy
B040,120,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,100.0,98.7,12.6,48.2,Reoccupancy
B040,180,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,95.3,NaN,38.2,88.2,Functional_Recovery
B040,240,NaN,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,100.0,96.2,58.0,100.0,Functional_Recovery
B040,365,RC_Shear_Wall,Office,13.0,1957.0,Low_Code,D,No_Retrofit,0.738,1.033,0.269,NaN,94.5,NaN,100.0,Functional_Recovery
B041,0,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,0.595,0.7,5.6,9.3,4.0,2.4,Unsafe_Closed
B041,1,Unreinforced_Masonry,Office,NaN,1951.0,Pre_Code,E,No_Retrofit,0.426,0.595,0.7,0.0,6.2,1.0,2.4,Unsafe_Closed
B041,3,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,0.595,0.7,8.0,23.5,1.2,3.7,Unsafe_Closed
B041,7,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,0.595,0.7,11.9,30.1,2.4,7.5,Unsafe_Closed
B041,14,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,NaN,NaN,NaN,51.2,3.6,0.0,Unsafe_Closed
B041,30,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,NaN,0.7,89.8,79.9,3.8,2.7,Restricted_Access
B041,60,NaN,Office,3.0,1951.0,Pre_Code,NaN,NaN,0.426,0.595,0.7,97.8,96.4,2.3,NaN,Restricted_Access
B041,90,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,0.595,0.7,100.0,94.0,0.0,10.4,Restricted_Access
B041,120,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,0.595,0.7,100.0,100.0,7.3,14.8,Restricted_Access
B041,180,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,No_Retrofit,0.426,0.595,NaN,100.0,NaN,11.0,50.5,Restricted_Access
B041,240,Unreinforced_Masonry,Office,3.0,1951.0,Pre_Code,E,NaN,0.426,0.595,0.7,99.2,97.4,22.6,NaN,Restricted_Access
B041,365,NaN,NaN,3.0,1951.0,NaN,E,No_Retrofit,0.426,0.595,0.7,97.8,95.3,NaN,92.6,Functional_Recovery
B042,0,Steel_Braced_Frame,Residential,10.0,1965.0,NaN,D,No_Retrofit,0.509,0.678,0.286,5.1,26.9,2.9,1.2,Unsafe_Closed
B042,1,Steel_Braced_Frame,Residential,10.0,1965.0,Pre_Code,NaN,No_Retrofit,0.509,0.678,NaN,4.8,29.7,3.5,0.0,Unsafe_Closed
B042,3,Steel_Braced_Frame,NaN,10.0,1965.0,Pre_Code,D,No_Retrofit,0.509,0.678,NaN,6.5,38.1,NaN,8.7,Unsafe_Closed
B042,7,Steel_Braced_Frame,Residential,10.0,1965.0,Pre_Code,D,No_Retrofit,0.509,0.678,0.286,13.5,51.4,NaN,6.6,Restricted_Access
B042,14,Steel_Braced_Frame,NaN,10.0,1965.0,Pre_Code,D,No_Retrofit,0.509,0.678,0.286,NaN,81.8,1.0,0.3,Restricted_Access
B042,30,Steel_Braced_Frame,Residential,10.0,1965.0,Pre_Code,D,No_Retrofit,0.509,0.678,0.286,100.0,100.0,0.0,9.0,Reoccupancy
B042,60,Steel_Braced_Frame,Residential,10.0,1965.0,Pre_Code,D,No_Retrofit,0.509,0.678,0.286,95.1,NaN,7.1,NaN,Reoccupancy
B042,90,NaN,Residential,10.0,NaN,Pre_Code,D,No_Retrofit,NaN,0.678,0.286,98.3,98.0,NaN,26.4,Reoccupancy
